#miRNA,paciente 137,paciente 139,paciente 140,paciente 190,paciente 252,paciente 407,paciente 411,paciente 422,paciente 142 RI,paciente 162,paciente 173,paciente 187,paciente 210,paciente 297,paciente 414,paciente 457,paciente 258,paciente 260
hsa-let-7a-2-3p95,0.5747668150485923,0.722247484984345,0.278140598796559,1.0864470442315177,0.0,1.2209143404397331,0.13258791866733297,0.0,0.5866738625410685,0.7204766246334025,1.037599650839686,0.31598661638004355,0.42063333262233404,0.0,0.4209400286562411,0.0,0.0,0.0
hsa-let-7a-3p81,5.864535181216443,5.597881395314868,5.415342041934292,6.469777526333449,4.557811896903635,5.273885616341443,4.570773504947375,4.863888314565019,4.953329434872459,5.535052305230403,3.236106038777007,4.329072604601139,5.178139460601465,4.14448306209658,4.888916920869668,5.63383215173832,3.148444980411608,5.325314787776339
hsa-let-7a-5p62,14.127266426994106,14.377638065943428,13.983182965426069,14.258743075866425,16.66621623154599,15.00940863559015,13.501491309757869,13.494078341089509,13.486275277302362,14.917030678510695,8.103714620388303,7.452013607671859,13.731372344146756,12.938228323786285,13.972430510601242,10.099335718354157,10.179996571483649,10.419212655289497
hsa-let-7b-3p82,6.52411425990158,5.1023993501323375,5.683515260649715,6.096140792203954,7.038728752424627,8.360426664905106,6.4438556563868525,5.517032567236024,5.7532256183051125,6.937304800986581,4.392549455663014,4.726052967619794,5.1915657118121485,5.103107531191456,7.719162588932157,5.152581097052343,0.0,4.7582324324614875
hsa-let-7b-5p63,10.949884741934065,10.61169972816157,10.451545522903606,12.778543818089831,12.708018086971553,13.13590263693371,10.323646708786955,9.942366346230843,10.672236401204112,12.161452746157737,7.658829759261074,7.982786592330155,11.220689915819746,10.370800018012948,11.31903496476901,9.634493651570782,9.244978560384672,9.198224360905598
hsa-let-7c-3p72,2.0639648671491315,1.7580545108868868,1.4335192398186194,0.0,2.89599824581493,3.383718509970649,1.1707963898804448,1.281378801844168,1.0025662820584418,2.9933225268945898,0.0,0.9851001710755556,2.339758890129771,1.288687822645137,1.7534321997134243,1.832171497048725,0.0,0.0
hsa-let-7c-5p64,11.20791036558921,11.125257082340562,10.390922952763235,12.460583284363727,14.631260130599275,12.639170333869744,10.24137187078019,10.197307081622654,10.777233422160283,11.831425432933012,5.930976977450888,6.425716969733778,11.29875754376537,10.246279054776156,11.141315628267378,9.903025053073115,8.885756142242418,8.954751133081817
hsa-let-7d-3p84,4.540360247710609,3.7146486576980395,4.269501888631067,5.373166381737544,7.073653758783703,7.135741339144864,5.724739929078907,3.9257205776229287,3.9589940279737195,6.29878946945025,4.069714223933312,5.237617368862003,3.479676900380953,3.7491449540350525,5.380450758048722,5.517675943568762,3.148444980411608,0.0
hsa-let-7d-5p65,8.124121558756029,8.20197906400151,8.536016192780123,8.929191439158659,10.290787246077208,10.216326301177558,7.89707856425342,7.592797374806618,7.643538230189104,10.063055811637577,3.976302313797001,4.46324257989807,7.929052849687891,7.294901842883953,8.154383045942303,5.808786933296774,5.3339591470998,5.325314787776339
hsa-let-7e-3p85,2.3674303329757205,2.087038587295703,2.2712337738374417,2.1278026172557376,3.4148637770224406,4.501954258694879,2.654025977019326,2.491160284031726,2.0038477132660213,2.6405717972111438,1.6348807156969378,0.9851001710755556,2.339758890129771,1.8897588692018994,3.5657905748928016,1.832171497048725,0.0,0.0
hsa-let-7e-5p66,9.401259124304506,8.906487205752429,8.376251672499288,9.107261852609245,12.290387233591952,10.421421438666416,7.5249707665903625,7.5340437188544644,8.442865317016532,9.438482571870093,5.201458143653564,5.563129075919447,8.566515634390008,7.930588374506282,8.799298070855423,6.656329339158181,5.591019894251446,6.307210259682633
