sample,paciente 137,paciente 139,paciente 140,paciente 190,paciente 252,paciente 407,paciente 411,paciente 422,paciente 142 ,paciente 162,paciente 173,paciente 187,paciente 210,paciente 258,paciente 260,paciente 297,paciente 414,paciente 457
hsa-miR-473968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4740-3p70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4740-5p69,2,0,2,1,0,4,1,4,2,1,0,3,3,0,1,2,0,2
hsa-miR-474171,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
hsa-miR-4742-3p73,0,1,0,0,0,8,1,1,0,26,0,0,1,0,0,1,1,0
hsa-miR-4742-5p72,1,0,2,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0
hsa-miR-4743-3p78,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4743-5p74,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,3
hsa-miR-474475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4745-3p79,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
hsa-miR-4745-5p78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4746-3p81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4746-5p80,5,1,1,1,1,16,17,10,1,48,0,2,0,0,0,5,8,0
hsa-miR-4747-3p83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4747-5p82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-474884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
hsa-miR-4749-3p86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-4749-5p85,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
hsa-miR-4750-3p79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4750-5p87,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0
hsa-miR-475188,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
hsa-miR-475289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4753-3p91,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4753-5p90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-475494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4755-3p96,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4755-5p95,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4756-3p00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4756-5p99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4757-3p02,0,0,2,0,0,5,1,4,0,9,0,2,0,0,0,3,1,0
hsa-miR-4757-5p01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
hsa-miR-4758-3p04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4758-5p03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-475905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4760-3p07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4760-5p06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4761-3p09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4761-5p08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4762-3p11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4762-5p10,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-4763-3p13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4763-5p12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
hsa-miR-4764-3p15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4764-5p14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-476516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4766-3p18,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
hsa-miR-4766-5p17,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0
hsa-miR-476719,4,1,2,0,0,7,2,4,3,3,0,10,0,0,0,3,0,24
hsa-miR-4768-3p21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4768-5p20,2,1,0,1,0,3,1,0,1,5,0,1,0,0,0,1,0,0
hsa-miR-4769-3p23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4769-5p22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-477024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-477125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4772-3p27,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4772-5p26,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
hsa-miR-477328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4774-3p30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4774-5p29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-477531,5,3,4,2,1,5,9,4,3,58,0,13,1,0,0,3,1,0
hsa-miR-4776-3p33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4776-5p32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4777-3p35,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
hsa-miR-4777-5p34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4778-3p37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4778-5p36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-477938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-478039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4781-3p43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4781-5p42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4782-3p45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4782-5p44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4783-3p47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4783-5p46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-478448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-478549,1,1,1,2,0,3,3,0,2,6,0,0,1,2,0,1,0,8
hsa-miR-4786-3p55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4786-5p54,1,1,1,0,0,0,3,3,2,3,0,0,0,0,0,0,3,0
hsa-miR-4787-3p57,2,1,1,0,0,3,2,0,0,2,0,0,0,0,0,1,0,2
hsa-miR-4787-5p56,2,0,0,0,0,5,0,0,0,1,3,1,0,11,2,0,0,9
hsa-miR-478858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4789-3p60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4789-5p59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4790-3p62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4790-5p61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-479163,0,4,2,0,0,0,0,4,1,2,3,5,2,0,0,3,0,0
hsa-miR-4793-3p66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4793-5p65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-479467,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-4795-3p69,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0
hsa-miR-4795-5p68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4796-3p71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
hsa-miR-4796-5p70,0,2,1,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0
hsa-miR-4797-3p73,0,0,2,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0
hsa-miR-4797-5p72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4798-3p75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4798-5p74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4799-3p77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4799-5p76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4800-3p79,0,0,0,0,1,12,2,7,1,1,0,1,0,0,0,2,1,0
hsa-miR-4800-5p78,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2
hsa-miR-480180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4802-3p82,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-4802-5p81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-480383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4804-3p85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-4804-5p84,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-483-3p73,5,6,6,3,3,159,20,17,11,261,1,14,4,0,1,33,49,19
hsa-miR-483-5p61,6,5,7,1,1,43,13,9,8,47,6,14,2,10,11,11,5,25
hsa-miR-48474,464,219,556,149,34,3516,1441,462,347,11346,13,210,113,1,1,597,203,169
hsa-miR-485-3p76,9,4,4,0,1,92,12,9,12,111,0,2,6,0,0,7,17,2
hsa-miR-485-5p75,7,5,1,3,2,59,3,2,1,66,5,8,0,1,8,5,6,41
hsa-miR-486-3p62,103,43,110,19,14,771,322,208,30,2589,3,12,1,0,0,77,36,6
hsa-miR-486-5p77,583251,348687,734224,6026,131312,949911,2733766,1610517,293729,2382249,2309,137768,52167,392,430,723692,545619,21200
hsa-miR-487a-3p78,0,1,1,0,0,18,0,0,1,39,0,0,0,0,0,2,0,0
hsa-miR-487a-5p59,2,0,1,0,0,13,1,2,3,5,0,3,1,0,0,1,2,0
hsa-miR-487b-3p80,39,26,30,6,1,128,52,30,19,224,1,8,23,0,0,14,10,7
hsa-miR-487b-5p14,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-488-3p63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hsa-miR-488-5p04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-489-3p05,13,20,6,5,2,81,12,22,9,98,0,1,11,0,0,10,10,0
hsa-miR-489-5p05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-490-3p06,1,1,0,0,1,2,1,2,0,4,0,0,0,0,0,1,0,0
hsa-miR-490-5p64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-491-3p65,1,0,1,0,0,3,0,0,1,7,0,1,0,0,0,1,3,0
hsa-miR-491-5p07,0,1,1,4,1,20,3,6,1,45,8,48,3,0,0,5,6,40
hsa-miR-49212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-493-3p61,7,2,3,1,1,8,7,5,0,43,1,2,4,0,4,2,0,1
hsa-miR-493-5p13,28,13,9,1,3,23,47,28,13,125,0,4,8,0,0,10,14,0
hsa-miR-494-3p16,3,2,5,4,0,24,9,3,3,65,4,7,4,0,3,2,2,3
hsa-miR-494-5p07,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2
hsa-miR-495-3p17,3,10,3,3,0,27,4,7,8,77,18,27,12,0,6,6,1,4
hsa-miR-495-5p24,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-49618,1,0,1,0,0,14,1,2,3,19,0,0,6,0,0,2,1,0
hsa-miR-497-3p68,2,2,3,2,0,1,0,0,0,16,0,12,1,0,0,4,0,13
hsa-miR-497-5p20,253,196,298,238,23,4305,348,238,341,5531,22,249,156,4,4,284,78,185
hsa-miR-498-3p23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-498-5p24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4999-3p18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4999-5p17,1,6,2,1,0,3,17,6,10,8,0,3,8,0,0,9,1,0
hsa-miR-499a-3p72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-499a-5p70,3,0,0,5,0,7,4,1,1,36,0,3,1,0,0,0,0,0
hsa-miR-499b-3p98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-499b-5p97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5000-3p20,12,10,7,1,1,3,12,13,6,10,2,16,6,0,0,11,1,3
hsa-miR-5000-5p19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5001-3p22,1,0,4,0,0,9,3,2,1,35,0,18,2,0,0,1,0,5
hsa-miR-5001-5p21,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
hsa-miR-5002-3p24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5002-5p23,1,1,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0
hsa-miR-5003-3p26,2,1,0,0,1,0,1,2,1,1,0,1,0,0,0,2,0,0
hsa-miR-5003-5p25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5004-3p28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5004-5p27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5006-3p34,1,0,1,0,0,2,4,0,1,5,0,1,1,0,0,1,1,1
hsa-miR-5006-5p33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5007-3p36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5007-5p35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5008-3p40,0,0,0,0,0,1,0,2,0,3,1,2,0,0,0,1,0,6
hsa-miR-5008-5p39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5009-3p42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5009-5p41,2,0,0,0,0,0,2,1,0,4,0,5,1,0,0,1,0,2
hsa-miR-500a-3p71,383,261,294,77,80,1000,827,444,344,1817,4,62,127,1,4,542,301,319
hsa-miR-500a-5p73,11,3,1,2,0,55,9,2,4,67,1,10,4,0,0,10,0,2
hsa-miR-500b-3p32,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0
hsa-miR-500b-5p25,11,2,1,1,0,49,6,2,4,61,0,10,3,0,0,9,0,2
hsa-miR-501-3p74,414,316,399,12,90,932,701,733,503,1900,6,69,255,0,1,633,753,51
hsa-miR-501-5p72,3,0,10,4,0,40,9,2,6,76,3,25,6,0,1,7,4,15
hsa-miR-5010-3p44,46,41,88,3,4,51,66,44,57,115,2,17,29,0,0,46,21,0
hsa-miR-5010-5p43,0,0,0,0,1,2,2,0,0,8,0,0,0,0,0,1,0,0
hsa-miR-5011-3p46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5011-5p45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-502-3p75,181,126,174,40,30,857,388,252,155,1556,2,59,71,0,2,290,215,181
hsa-miR-502-5p73,4,6,5,1,0,22,9,4,6,78,0,7,4,0,0,7,0,0
hsa-miR-503-3p25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-503-5p74,0,0,1,2,0,3,3,0,1,27,0,4,0,0,0,0,0,1
hsa-miR-504-3p12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-504-5p75,83,60,103,5,21,363,91,81,151,239,6,164,71,1,0,223,78,59
hsa-miR-504741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-505-3p76,34,23,53,15,2,377,85,61,60,466,13,101,50,0,0,48,36,30
hsa-miR-505-5p76,1,0,0,0,0,14,1,0,1,11,0,0,0,0,0,0,0,0
hsa-miR-506-3p78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-506-5p01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-50779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-508-3p80,2,0,0,0,0,0,2,2,1,2,0,0,2,0,0,1,3,0
hsa-miR-508-5p78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-508779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5088-3p41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5088-5p80,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
hsa-miR-5089-3p84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5089-5p81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509-3-5p75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509-3p81,0,2,0,0,0,0,2,4,2,6,0,1,0,0,0,1,4,0
hsa-miR-509-5p79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509183,1,0,1,0,1,0,2,2,5,1,2,2,3,0,0,1,1,1
hsa-miR-509284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509486,0,0,0,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0
hsa-miR-510-3p13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-510-5p82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-510059,0,0,1,0,0,22,5,1,3,16,1,4,0,0,0,1,3,4
hsa-miR-511-3p06,4,6,3,9,0,7,5,5,5,55,2,6,6,0,0,8,0,1
hsa-miR-511-5p08,18,8,3,2,8,74,10,13,5,74,0,3,4,0,0,12,7,1
hsa-miR-512-3p23,9,0,2,1,0,8,4,0,8,68,1,5,0,0,0,15,3,1
hsa-miR-512-5p22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-513a-3p77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513a-5p77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513b-3p49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513b-5p88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-513c-3p28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513c-5p89,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-514a-3p83,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-514a-5p02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-514b-3p88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-514b-5p87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-515-3p27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-515-5p26,2,0,0,0,0,0,2,1,1,56,0,1,2,0,0,1,0,0
hsa-miR-516a-3p78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-516a-5p70,1,0,0,0,0,1,0,0,2,19,0,3,1,2,0,2,0,0
hsa-miR-516b-3p60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-516b-5p59,2,0,1,1,2,3,0,1,0,34,0,2,1,0,0,5,1,0
hsa-miR-517-5p51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0
hsa-miR-517a-3p52,0,0,2,0,0,4,1,1,2,22,0,0,2,0,0,3,0,0
hsa-miR-517b-3p57,0,0,2,0,0,4,1,1,2,22,0,0,2,0,0,3,0,0
hsa-miR-517c-3p66,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
hsa-miR-518616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5187-3p18,0,0,0,0,0,2,1,1,0,2,0,3,0,0,0,1,0,1
hsa-miR-5187-5p17,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
hsa-miR-518819,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0
hsa-miR-5189-3p88,0,2,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0
hsa-miR-5189-5p20,0,3,5,0,1,3,5,6,0,14,0,1,0,0,0,1,0,1
hsa-miR-518a-3p63,0,0,0,0,0,3,1,0,1,4,0,0,0,0,0,3,0,1
hsa-miR-518a-5p57,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-518b44,2,1,0,4,0,13,1,0,4,95,4,32,1,0,0,6,1,0
hsa-miR-518c-3p48,1,0,0,1,0,0,1,0,1,11,0,2,0,0,0,1,0,0
hsa-miR-518c-5p47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518d-3p64,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hsa-miR-518d-5p56,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
hsa-miR-518e-3p61,0,0,0,1,0,3,0,0,0,12,0,2,0,0,0,1,0,0
hsa-miR-518e-5p50,0,0,1,0,0,0,0,0,1,6,0,4,0,0,0,2,0,0
hsa-miR-518f-3p42,1,0,0,1,0,4,0,0,0,17,0,7,0,0,0,2,0,1
hsa-miR-518f-5p41,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
hsa-miR-519021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-519122,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-519223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519324,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-519425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5195-3p27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5195-5p26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5196-3p29,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-5196-5p28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5197-3p31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5197-5p30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519a-2-5p27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
hsa-miR-519a-3p69,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0
hsa-miR-519a-5p52,0,0,1,0,0,0,0,0,1,6,0,4,0,0,0,2,0,0
hsa-miR-519b-3p37,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,2,0,0
hsa-miR-519b-5p54,0,0,1,0,0,0,0,0,1,6,0,4,0,0,0,2,0,0
hsa-miR-519c-3p32,0,0,1,1,0,1,0,0,0,19,0,1,0,0,0,1,0,1
hsa-miR-519c-5p31,0,0,1,0,0,0,0,0,1,6,0,4,0,0,0,2,0,0
hsa-miR-519d-3p53,1,0,0,0,0,7,0,0,1,6,0,0,1,0,0,5,1,0
hsa-miR-519d-5p10,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1
hsa-miR-519e-3p29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-519e-5p28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520a-3p34,4,0,2,1,1,3,1,2,2,19,3,1,0,3,1,9,1,7
hsa-miR-520a-5p33,0,0,0,0,0,1,1,0,0,6,1,2,0,0,0,0,0,0
hsa-miR-520b-3p43,0,0,0,0,0,3,0,1,0,9,0,2,0,0,0,1,0,1
hsa-miR-520b-5p25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
hsa-miR-520c-3p46,0,0,0,0,0,3,0,1,0,11,0,2,0,0,0,1,0,1
hsa-miR-520c-5p55,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
hsa-miR-520d-3p56,1,0,0,0,0,1,0,0,1,2,0,2,0,0,0,1,0,2
hsa-miR-520d-5p55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520e-3p25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hsa-miR-520e-5p24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520f-3p30,0,0,0,0,0,3,0,1,0,10,0,2,0,0,0,1,0,1
hsa-miR-520f-5p09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520g-3p58,0,0,1,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0
hsa-miR-520g-5p11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520h67,0,0,1,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0
hsa-miR-52154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
