sample,paciente 137,paciente 139,paciente 140,paciente 190,paciente 252,paciente 407,paciente 411,paciente 422,paciente 142 ,paciente 162,paciente 173,paciente 187,paciente 210,paciente 258,paciente 260,paciente 297,paciente 414,paciente 457
hsa-miR-299-5p90,2,2,1,0,0,58,2,2,4,25,1,0,7,0,0,0,4,0
hsa-miR-29a-3p86,864,994,1443,1075,89,9426,2026,1303,1151,19637,41,498,1090,11,9,1248,431,93
hsa-miR-29a-5p03,7,8,8,9,0,17,5,6,8,81,4,36,3,0,5,11,2,22
hsa-miR-29b-1-5p14,3,0,2,1,0,3,1,1,2,15,0,0,2,0,0,1,1,0
hsa-miR-29b-2-5p15,9,10,20,7,2,139,25,17,9,98,4,13,11,0,0,9,11,4
hsa-miR-29b-3p00,259,100,187,254,6,471,134,101,203,1617,63,712,88,3,2,311,10,103
hsa-miR-29c-3p81,499,412,696,714,20,2102,560,437,430,7972,51,866,369,2,8,497,40,206
hsa-miR-29c-5p73,230,75,186,61,3,617,324,258,255,740,18,347,141,0,1,284,83,146
hsa-miR-30003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-301a-3p88,222,211,309,117,5,404,216,281,151,2631,19,211,81,1,2,152,5,71
hsa-miR-301a-5p96,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-301b-3p58,9,8,9,10,1,23,13,7,5,153,0,6,2,0,0,4,0,3
hsa-miR-301b-5p26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
hsa-miR-302a-3p84,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-302a-5p83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-302b-3p15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-302b-5p14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302c-3p17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-302c-5p16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302d-3p18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302d-5p85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302e31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302f32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3059-3p34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3059-5p33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
hsa-miR-3064-3p65,0,0,0,0,0,5,1,1,1,9,0,1,2,0,0,0,0,0
hsa-miR-3064-5p64,3,1,0,0,0,1,0,0,0,4,0,4,1,1,0,1,0,2
hsa-miR-3065-3p78,1,0,0,0,0,2,5,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-3065-5p66,2,0,3,1,0,0,2,1,2,8,0,0,1,0,0,2,0,0
hsa-miR-3074-3p27,0,0,0,0,0,2,4,0,1,4,0,0,0,0,0,0,1,0
hsa-miR-3074-5p08,3,1,3,0,0,11,9,4,3,21,3,14,0,4,4,5,2,18
hsa-miR-3085-3p36,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3085-5p35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-30a-3p88,17584,16077,14252,1084,2180,3109,41378,38296,22647,7206,1765,4015,19504,181,39,17747,16989,402
hsa-miR-30a-5p87,73279,51249,77586,9513,2694,46777,126308,84044,82124,115615,3026,48830,41173,260,408,80871,16394,8556
hsa-miR-30b-3p89,2,2,6,5,2,56,3,3,0,43,7,12,4,5,0,5,3,12
hsa-miR-30b-5p20,2114,1736,3012,908,70,10451,8170,3697,3226,24390,89,1248,1608,13,4,2814,953,167
hsa-miR-30c-1-3p74,26,23,24,6,20,87,45,37,29,102,27,132,18,7,29,32,15,74
hsa-miR-30c-2-3p50,634,361,436,25,110,263,1005,733,675,355,359,690,361,125,68,717,288,398
hsa-miR-30c-5p44,3192,2343,4338,1094,341,28835,7163,4930,3862,29356,108,696,1938,14,12,2913,3092,122
hsa-miR-30d-3p51,64,99,63,36,3,128,121,108,79,467,5,110,63,1,0,105,15,24
hsa-miR-30d-5p45,14438,10941,18704,3320,2379,70422,29726,21697,10997,91737,348,5244,6315,33,101,12010,11998,1202
hsa-miR-30e-3p93,6950,7372,8012,304,773,2036,24265,18866,8583,5091,379,1377,10714,13,10,8319,5979,146
hsa-miR-30e-5p92,2927,2318,4952,2072,148,8683,6130,3993,2150,42065,167,2665,1224,20,55,3748,455,1078
hsa-miR-31-3p04,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
hsa-miR-31-5p89,7,21,19,3,0,22,26,8,4,55,0,17,21,0,7,3,5,3
hsa-miR-311577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-311678,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-3117-3p79,0,2,2,2,0,9,0,2,0,51,0,0,2,0,0,10,2,0
hsa-miR-3117-5p97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-311880,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
hsa-miR-311981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3120-3p82,0,0,2,0,1,1,4,3,0,5,0,0,0,0,0,0,0,0
hsa-miR-3120-5p98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-3121-3p83,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3121-5p99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-312284,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-312385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3124-3p00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3124-5p86,2,0,0,0,0,3,2,1,0,3,0,1,0,0,0,1,1,0
hsa-miR-312588,1,1,0,0,1,0,0,1,0,3,1,0,0,0,0,4,1,2
hsa-miR-3126-3p77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3126-5p89,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0
hsa-miR-3127-3p01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-3127-5p90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-312891,0,0,1,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0
hsa-miR-3129-3p02,9,1,6,1,1,28,11,12,9,50,1,2,2,0,0,2,7,0
hsa-miR-3129-5p92,1,3,2,0,0,2,1,3,0,5,0,1,4,0,0,1,0,0
hsa-miR-3130-3p94,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1
hsa-miR-313196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-313297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-313398,0,1,2,1,0,1,1,1,1,1,0,3,0,0,0,0,0,2
hsa-miR-313400,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
hsa-miR-3135a01,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0
hsa-miR-3135b85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-3136-3p03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3136-5p03,0,0,2,2,1,2,4,4,0,8,0,2,1,0,0,1,0,0
hsa-miR-313705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-313806,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
hsa-miR-313907,1,0,1,0,0,0,1,0,0,6,0,0,1,0,0,1,0,0
hsa-miR-3140-3p08,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
hsa-miR-3140-5p04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-314110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-314211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-314312,0,0,0,0,0,4,0,5,1,58,0,0,0,0,0,2,0,0
hsa-miR-3144-3p15,0,0,3,0,0,1,0,2,1,3,0,1,0,0,0,0,0,0
hsa-miR-3144-5p14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3145-3p16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3145-5p05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-314618,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0
hsa-miR-314719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-314821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-314922,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
hsa-miR-3150a-3p23,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0
hsa-miR-3150a-5p06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3150b-3p94,4,2,3,0,1,5,20,13,3,4,0,2,1,0,0,4,1,1
hsa-miR-3150b-5p26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3151-3p26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3151-5p24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3152-3p25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3152-5p07,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0
hsa-miR-315326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-315428,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0
hsa-miR-3155a29,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-3155b12,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-3156-3p09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3156-5p30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3157-3p10,1,1,1,1,0,7,4,0,1,25,0,0,2,0,0,0,0,0
hsa-miR-3157-5p31,0,0,4,0,0,13,4,1,0,26,0,2,0,0,0,0,1,0
hsa-miR-3158-3p32,42,19,59,5,7,155,184,70,13,449,1,27,7,0,0,39,48,1
hsa-miR-3158-5p11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-315933,0,1,1,0,0,2,4,1,0,3,0,0,1,0,0,1,2,0
hsa-miR-3160-3p34,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
hsa-miR-3160-5p12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-316135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3162-3p13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3162-5p36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-316337,1,2,2,0,1,7,14,8,2,29,0,0,0,0,0,1,0,0
hsa-miR-316438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-316539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-316640,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-316742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-316843,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0
hsa-miR-316944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-317045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-317146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3173-3p48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0
hsa-miR-3173-5p14,0,0,0,0,1,11,2,1,2,10,1,5,0,0,0,1,0,1
hsa-miR-317451,0,0,0,1,0,1,0,0,1,5,0,1,2,0,0,1,0,0
hsa-miR-317552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-317653,1,3,3,4,0,7,7,2,4,48,3,16,0,0,0,7,1,15
hsa-miR-3177-3p54,0,0,1,0,0,2,2,0,1,7,0,0,0,0,0,1,0,0
hsa-miR-3177-5p15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-317855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-317956,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1
hsa-miR-3180-3p58,5,0,0,0,4,0,3,1,2,4,0,0,0,0,0,6,6,1
hsa-miR-3180-5p57,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-318078,5,0,0,0,4,0,3,1,2,4,0,0,0,0,0,6,6,1
hsa-miR-318161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-318262,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0
hsa-miR-318363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-3184-3p31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3184-5p64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-318565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3186-3p68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3186-5p67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3187-3p69,0,0,4,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0
hsa-miR-3187-5p16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-318870,0,0,2,0,0,5,3,0,0,2,0,3,0,0,0,1,0,2
hsa-miR-3189-3p71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3189-5p17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3190-3p39,2,1,0,0,0,2,0,0,2,1,0,0,3,0,0,2,4,0
hsa-miR-3190-5p73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3191-3p75,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0
hsa-miR-3191-5p32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3192-3p27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3192-5p76,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
hsa-miR-319377,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-3194-3p18,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-3194-5p78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-319579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-319680,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16
hsa-miR-319782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-319883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-319984,0,1,3,1,0,4,4,1,2,9,0,0,4,0,0,2,1,0
hsa-miR-32-3p05,5,0,2,1,0,3,9,2,1,28,0,2,2,0,0,0,0,0
hsa-miR-32-5p90,45,48,27,45,0,173,39,55,9,3117,1,46,5,0,1,16,1,4
hsa-miR-3200-3p85,9,12,24,4,0,62,101,33,13,224,0,21,6,0,0,32,16,2
hsa-miR-3200-5p92,2,1,1,0,0,17,6,0,2,70,0,0,0,0,0,1,0,0
hsa-miR-320186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-320289,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-320a-3p10,5383,4540,3809,433,6334,10562,7972,5648,3244,12932,3401,10279,3350,24153,14530,5651,3293,15603
hsa-miR-320a-5p11,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0
hsa-miR-320b92,316,329,284,28,455,474,342,317,181,598,339,485,200,4917,1400,328,252,934
hsa-miR-320c93,38,31,19,7,34,143,45,42,24,113,31,70,36,134,84,38,22,114
hsa-miR-320d64,27,19,19,4,15,70,25,19,24,77,14,49,20,60,64,18,8,102
hsa-miR-320e72,4,5,4,0,0,12,3,3,1,12,1,5,1,3,5,3,1,7
hsa-miR-323a-3p55,8,11,8,2,1,53,12,5,16,71,0,3,7,0,0,4,12,2
hsa-miR-323a-5p96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-323b-3p50,6,5,2,0,1,14,4,9,1,72,1,1,0,0,0,1,16,0
hsa-miR-323b-5p30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-324-3p62,23,17,32,13,9,132,74,25,20,258,4,59,14,0,3,29,19,170
hsa-miR-324-5p61,36,31,107,33,4,485,144,55,66,1137,15,164,27,0,4,84,24,52
hsa-miR-32571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-32656,56,21,81,48,4,476,121,26,72,1286,47,443,47,1,0,52,24,309
hsa-miR-328-3p52,153,115,178,72,160,672,198,111,248,553,117,368,254,19,4,143,112,508
hsa-miR-328-5p86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-329-3p29,3,1,1,1,0,20,2,0,1,29,0,5,1,0,0,1,0,2
hsa-miR-329-5p55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-330-3p51,3,7,6,4,6,82,17,7,10,96,1,3,7,0,0,8,13,0
hsa-miR-330-5p93,6,6,3,10,1,31,15,6,7,75,2,11,3,0,0,7,4,40
hsa-miR-331-3p60,89,46,56,80,10,3782,221,70,83,5178,4,124,41,2,0,124,98,63
hsa-miR-331-5p00,6,5,11,5,0,20,19,10,3,57,1,3,5,0,0,4,3,0
hsa-miR-335-3p03,2217,587,1255,742,206,11734,2064,2356,1501,8526,199,1854,1840,25,7,698,689,167
hsa-miR-335-5p65,848,563,728,1099,28,6588,887,1413,794,15553,190,1517,835,9,8,687,81,219
hsa-miR-337-3p54,9,4,4,3,0,62,11,14,11,131,8,17,8,0,1,3,5,1
hsa-miR-337-5p95,2,0,0,2,0,19,2,2,0,12,0,6,0,0,0,3,0,0
hsa-miR-338-3p63,69,41,52,46,2,302,51,80,22,608,0,25,15,1,0,36,40,6
hsa-miR-338-5p01,11,5,6,4,0,33,10,8,8,31,130,718,3,5,4,0,13,64
hsa-miR-339-3p02,66,56,122,35,10,701,231,105,73,941,22,356,50,3,2,128,49,220
hsa-miR-339-5p64,67,80,182,26,4,792,215,142,106,1113,9,265,61,1,0,120,85,353
hsa-miR-33a-3p06,5,5,16,6,0,17,15,7,6,65,1,7,4,0,0,4,0,1
hsa-miR-33a-5p91,0,0,1,3,0,4,0,0,0,8,0,2,2,0,0,0,0,2
hsa-miR-33b-3p11,4,0,1,1,0,17,0,0,0,29,0,8,0,0,0,1,0,3
hsa-miR-33b-5p01,2,1,0,1,0,1,1,1,0,3,0,5,0,2,0,0,0,14
hsa-miR-340-3p50,23,6,14,8,1,117,18,12,10,215,0,20,5,0,0,7,2,0
hsa-miR-340-5p92,4129,3129,3099,616,75,1745,4081,3444,2759,6937,438,7132,2955,15,82,2879,193,483
hsa-miR-342-3p53,123,140,210,15,24,1830,280,250,221,2220,6,225,365,2,1,209,236,34
hsa-miR-342-5p94,10,7,8,3,6,58,17,11,2,78,7,10,5,1,0,11,3,6
hsa-miR-345-3p98,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0
hsa-miR-345-5p72,242,125,271,50,59,844,536,281,121,1756,20,467,66,0,4,262,122,299
hsa-miR-34673,2,0,0,0,0,4,1,2,1,6,0,0,1,0,0,1,1,1
hsa-miR-34a-3p57,2,3,1,0,0,9,1,0,2,12,0,1,1,0,0,0,0,0
hsa-miR-34a-5p55,136,238,111,55,11,373,176,241,156,656,10,42,140,1,3,154,67,29
hsa-miR-34b-3p76,2,0,1,1,0,23,5,0,0,24,0,1,1,0,0,1,3,0
hsa-miR-34b-5p85,2,2,4,5,0,4,8,6,8,19,1,7,4,0,1,5,2,1
hsa-miR-34c-3p77,2,2,1,2,0,10,0,0,1,7,0,0,0,0,0,0,0,1
hsa-miR-34c-5p86,35,40,22,49,0,71,38,34,39,291,4,19,31,0,0,46,4,12
hsa-miR-3529-3p41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3529-5p28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3605-3p82,11,3,2,2,10,57,14,15,3,69,2,13,2,0,0,4,7,4
hsa-miR-3605-5p81,5,6,8,1,3,17,11,8,1,24,0,3,3,1,0,2,5,2
hsa-miR-3606-3p65,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-3606-5p83,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-360986,6,5,10,0,3,21,2,4,6,29,1,1,0,0,0,12,3,1
hsa-miR-361-3p82,284,191,268,58,27,2000,464,393,252,1506,10,106,202,4,3,333,144,224
hsa-miR-361-5p03,643,311,356,135,31,3181,678,735,504,2672,16,182,313,1,0,466,283,36
hsa-miR-361087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-361188,0,2,0,1,0,0,0,0,0,3,0,3,0,4,3,0,0,8
hsa-miR-361289,0,0,0,0,0,4,1,0,1,2,0,1,0,0,0,0,0,0
hsa-miR-3613-3p91,1,2,7,4,1,53,5,2,3,43,12,116,2,1,0,3,0,10
hsa-miR-3613-5p90,15,33,8,51,0,46,10,27,19,657,9,57,12,0,1,19,2,2
hsa-miR-3614-3p93,0,0,1,0,0,2,1,1,1,3,0,0,1,0,0,3,0,0
hsa-miR-3614-5p92,19,17,14,2,16,1,38,22,22,8,25,14,17,1,1,35,15,10
hsa-miR-361594,479,148,136,13,172,266,663,313,95,867,1,63,29,1,0,223,243,133
hsa-miR-3616-3p96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3616-5p95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3617-3p66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3617-5p97,0,1,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0
hsa-miR-361898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3619-3p19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3619-5p99,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
hsa-miR-362-3p83,3,5,10,6,0,7,5,2,0,66,2,28,6,0,0,8,0,5
hsa-miR-362-5p05,163,48,102,35,1,559,634,305,145,381,8,71,42,2,1,270,134,3
hsa-miR-3620-3p01,1,3,5,0,1,20,7,2,7,10,0,1,1,0,0,3,1,0
hsa-miR-3620-5p67,0,1,2,0,0,0,3,2,0,2,3,6,0,3,0,2,0,14
hsa-miR-362102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622a-3p04,0,0,0,1,1,3,0,1,0,2,0,0,1,0,0,0,1,0
hsa-miR-3622a-5p03,2,4,6,0,3,6,2,0,3,4,0,0,3,0,0,0,2,0
hsa-miR-3622b-3p06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622b-5p05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-363-3p07,771,509,1123,225,59,5976,2405,1368,284,26026,16,162,36,4,1,605,365,53
hsa-miR-363-5p85,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-364665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-364868,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-364969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365171,4,1,0,0,1,7,6,0,2,16,0,1,0,0,0,10,1,2
hsa-miR-365272,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hsa-miR-365474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-365878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365a-3p10,740,357,833,277,73,6283,963,484,781,5464,6,115,342,3,0,565,244,19
hsa-miR-365a-5p99,7,3,3,4,0,26,13,3,10,39,2,18,7,2,0,9,4,22
hsa-miR-365b-3p34,740,357,833,277,73,6283,963,484,781,5464,6,115,342,3,0,565,244,19
hsa-miR-365b-5p33,11,1,6,3,19,75,3,12,4,63,1,3,5,1,0,4,9,12
hsa-miR-366081,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-366182,4,0,0,0,0,2,4,3,2,9,0,1,1,0,0,1,3,1
hsa-miR-366283,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3663-3p85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3663-5p84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3664-3p20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3664-5p86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-366587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-366688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3667-3p90,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0
hsa-miR-3667-5p89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-366891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-367-3p19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
